obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,
"=""""","=""""","=""20920.55""","=""0.07""","=""""","=""477.9988""","=""(19)""","=""2.3773e+03""","=""3.3002e-02""","=""5.5006e+03""","=""0.90236""",AAA,"=""0.991206536""","=""[0.995562381]""","=""11""","=""""","=""""","=""16""","=""""","=""""",242,512,,
"=""""","=""""","=""21841.95""","=""0.05""","=""""","=""457.8346""","=""""","=""8.2236e+02""","=""1.4745e-02""","=""3.0536e+03""","=""0.62804""",AAA,"=""0.992525835""","=""[0.996697931]""","=""12""","=""""","=""""","=""19""","=""""","=""""",288,722,,
"=""""","=""""","=""22331.56""","=""0.09""","=""""","=""447.7968""","=""(90)""","=""9.2309e+03""","=""1.1663e-01""","=""1.7150e+04""","=""1.36786""",AAA,"=""0.989471939""","=""[0.993552563]""","=""10""","=""""","=""""","=""13""","=""""","=""""",200,338,,
"=""""","=""""","=""22340.42""","=""0.06""","=""""","=""447.6192""","=""(140)""","=""2.8131e+04""","=""3.1443e-01""","=""3.7464e+04""","=""1.70704""",AAA,"=""0.987127529""","=""0.991206536""","=""9""","=""""","=""""","=""11""","=""""","=""""",162,242,,
"=""""","=""""","=""23632.87""","=""0.06""","=""""","=""423.1395""","=""""","=""1.1587e+03""","=""2.1830e-02""","=""4.8914e+03""","=""0.79844""",AAA,"=""0.992525835""","=""[0.996381766]""","=""12""","=""""","=""""","=""18""","=""""","=""""",288,648,,
"=""""","=""""","=""23868.01""","=""0.09""","=""""","=""418.9709""","=""(21)""","=""3.6992e+03""","=""5.8748e-02""","=""1.1171e+04""","=""1.15281""",AAA,"=""0.991206536""","=""[0.995024479]""","=""11""","=""""","=""""","=""15""","=""""","=""""",242,450,,
"=""""","=""""","=""26168.19""","=""0.08""","=""""","=""382.1433""","=""""","=""1.6929e+03""","=""3.4879e-02""","=""8.6539e+03""","=""1.00196""",AAA,"=""0.992525835""","=""[0.996008181]""","=""12""","=""""","=""""","=""17""","=""""","=""""",288,578,,
"=""""","=""""","=""26681.87""","=""0.10""","=""""","=""374.7863""","=""""","=""6.1190e+02""","=""1.5458e-02""","=""4.5893e+03""","=""0.71806""",AAA,"=""[0.993552563]""","=""[0.996967867]""","=""13""","=""""","=""""","=""20""","=""""","=""""",338,800,,
"=""27803.50""","=""0.08""","=""27803.38""","=""0.08""","=""0.12""","=""359.6670""","=""(220)""","=""1.2328e+05""","=""1.8083e+00""","=""2.1186e+05""","=""2.36448""",AAA,"=""0.983849989""","=""0.987127529""","=""8""","=""""","=""""","=""9""","=""""","=""""",128,162,,
"=""""","=""""","=""28831.14""","=""0.12""","=""""","=""346.8472""","=""(21)""","=""6.1856e+03""","=""1.2486e-01""","=""2.8681e+04""","=""1.48025""",AAA,"=""0.991206536""","=""[0.994367240]""","=""11""","=""""","=""""","=""14""","=""""","=""""",242,392,,
"=""""","=""""","=""28971.72""","=""0.12""","=""""","=""345.1642""","=""""","=""8.5323e+02""","=""2.2935e-02""","=""7.3937e+03""","=""0.88941""",AAA,"=""[0.993552563]""","=""[0.996697931]""","=""13""","=""""","=""""","=""19""","=""""","=""""",338,722,,
"=""""","=""""","=""29839.49""","=""0.12""","=""""","=""335.1264""","=""(80)""","=""1.7740e+04""","=""3.4100e-01""","=""6.6997e+04""","=""1.83378""",AAA,"=""0.989471939""","=""0.992525835""","=""10""","=""""","=""""","=""12""","=""""","=""""",200,288,,
"=""""","=""""","=""30009.99""","=""0.14""","=""""","=""333.2224""","=""(14)""","=""2.5962e+03""","=""6.2317e-02""","=""1.7731e+04""","=""1.25400""",AAA,"=""0.992525835""","=""[0.995562381]""","=""12""","=""""","=""""","=""16""","=""""","=""""",288,512,,
"=""""","=""""","=""32209.32""","=""0.15""","=""""","=""310.4691""","=""""","=""1.2323e+03""","=""3.6745e-02""","=""1.3170e+04""","=""1.09411""",AAA,"=""[0.993552563]""","=""[0.996381766]""","=""13""","=""""","=""""","=""18""","=""""","=""""",338,648,,
"=""""","=""""","=""35040.27""","=""0.16""","=""""","=""285.3859""","=""""","=""6.3972e+02""","=""2.4032e-02""","=""1.0867e+04""","=""0.97407""",AAA,"=""[0.994367240]""","=""[0.996967867]""","=""14""","=""""","=""""","=""20""","=""""","=""""",392,800,,
"=""""","=""""","=""36470.46""","=""0.20""","=""""","=""274.1945""","=""(14)""","=""4.2709e+03""","=""1.3307e-01""","=""4.6014e+04""","=""1.58347""",AAA,"=""0.992525835""","=""[0.995024479]""","=""12""","=""""","=""""","=""15""","=""""","=""""",288,450,,
"=""""","=""""","=""37109.48""","=""0.19""","=""""","=""269.4729""","=""""","=""1.8658e+03""","=""6.5873e-02""","=""2.7201e+04""","=""1.34763""",AAA,"=""[0.993552563]""","=""[0.996008181]""","=""13""","=""""","=""""","=""17""","=""""","=""""",338,578,,
"=""""","=""""","=""38842.98""","=""0.24""","=""""","=""257.4468""","=""(20)""","=""1.1633e+04""","=""3.6752e-01""","=""1.1373e+05""","=""1.94910""",AAA,"=""0.991206536""","=""[0.993552563]""","=""11""","=""""","=""""","=""13""","=""""","=""""",242,338,,
"=""""","=""""","=""38869.79""","=""0.21""","=""""","=""257.2692""","=""(110)""","=""7.1514e+04""","=""1.9998e+00""","=""4.1456e+05""","=""2.51050""",AAA,"=""0.987127529""","=""0.989471939""","=""9""","=""""","=""""","=""10""","=""""","=""""",162,200,,
"=""""","=""""","=""39098.57""","=""0.20""","=""""","=""255.7638""","=""""","=""9.1446e+02""","=""3.8601e-02""","=""1.9477e+04""","=""1.17988""",AAA,"=""[0.994367240]""","=""[0.996697931]""","=""14""","=""""","=""""","=""19""","=""""","=""""",392,722,,
"=""""","=""""","=""45234.8""","=""0.3""","=""""","=""221.0687""","=""""","=""1.3689e+03""","=""6.9418e-02""","=""4.0524e+04""","=""1.43476""",AAA,"=""[0.994367240]""","=""[0.996381766]""","=""14""","=""""","=""""","=""18""","=""""","=""""",392,648,,
"=""""","=""""","=""45340.8""","=""0.4""","=""""","=""220.5520""","=""(22)""","=""3.0257e+03""","=""1.4126e-01""","=""7.1269e+04""","=""1.67893""",AAA,"=""[0.993552563]""","=""[0.995562381]""","=""13""","=""""","=""""","=""16""","=""""","=""""",338,512,,
"=""""","=""""","=""46890.6""","=""0.3""","=""""","=""213.2622""","=""""","=""6.9026e+02""","=""4.0450e-02""","=""2.8099e+04""","=""1.26013""",AAA,"=""[0.995024479]""","=""[0.996967867]""","=""15""","=""""","=""""","=""20""","=""""","=""""",450,800,,
"=""""","=""""","=""49487.6""","=""0.3""","=""""","=""202.0708""","=""(13)""","=""7.8842e+03""","=""3.9401e-01""","=""1.8487e+05""","=""2.05489""",AAA,"=""0.992525835""","=""[0.994367240]""","=""12""","=""""","=""""","=""14""","=""""","=""""",288,392,,
"=""""","=""""","=""52534.8""","=""0.4""","=""""","=""190.3500""","=""(60)""","=""4.3766e+04""","=""2.1912e+00""","=""7.5793e+05""","=""2.64171""",AAA,"=""0.989471939""","=""0.991206536""","=""10""","=""""","=""""","=""11""","=""""","=""""",200,242,,
"=""""","=""""","=""54454.3""","=""0.4""","=""""","=""183.6401""","=""""","=""1.0228e+03""","=""7.2954e-02""","=""5.8853e+04""","=""1.51626""",AAA,"=""[0.995024479]""","=""[0.996697931]""","=""15""","=""""","=""""","=""19""","=""""","=""""",450,722,,
"=""""","=""""","=""55533.2""","=""0.4""","=""""","=""180.0725""","=""""","=""2.1920e+03""","=""1.4943e-01""","=""1.0709e+05""","=""1.76773""",AAA,"=""[0.994367240]""","=""[0.996008181]""","=""14""","=""""","=""""","=""17""","=""""","=""""",392,578,,
"=""""","=""""","=""61910.3""","=""0.7""","=""""","=""161.5241""","=""(20)""","=""5.4961e+03""","=""4.2047e-01""","=""2.8967e+05""","=""2.15266""",AAA,"=""[0.993552563]""","=""[0.995024479]""","=""13""","=""""","=""""","=""15""","=""""","=""""",338,450,,
"=""""","=""""","=""64836.4""","=""0.6""","=""""","=""154.2343""","=""""","=""7.7670e+02""","=""7.6483e-02""","=""8.3585e+04""","=""1.59284""",AAA,"=""[0.995562381]""","=""[0.996967867]""","=""16""","=""""","=""""","=""20""","=""""","=""""",512,800,,
"=""""","=""""","=""67138.9""","=""0.6""","=""""","=""148.9450""","=""""","=""1.6195e+03""","=""1.5760e-01""","=""1.5675e+05""","=""1.85076""",AAA,"=""[0.995024479]""","=""[0.996381766]""","=""15""","=""""","=""""","=""18""","=""""","=""""",450,648,,
"=""69071.7""","=""2.4""","=""69072.0""","=""0.5""","=""-0.3""","=""144.777""","=""14bl""","=""2.7989e+04""","=""2.3825e+00""","=""1.3111e+06""","=""2.76084""",AAA,"=""0.991206536""","=""0.992525835""","=""11""","=""""","=""""","=""12""","=""""","=""""",242,288,,
"=""""","=""""","=""76247.6""","=""1.0""","=""""","=""131.1516""","=""(28)""","=""3.9258e+03""","=""4.4691e-01""","=""4.3976e+05""","=""2.24351""",AAA,"=""[0.994367240]""","=""[0.995562381]""","=""14""","=""""","=""""","=""16""","=""""","=""""",392,512,,
"=""""","=""""","=""80249.0""","=""0.9""","=""""","=""124.6122""","=""""","=""1.2175e+03""","=""1.6575e-01""","=""2.2421e+05""","=""1.92873""",AAA,"=""[0.995562381]""","=""[0.996697931]""","=""16""","=""""","=""""","=""19""","=""""","=""""",512,722,,
"=""88761.0""","=""8.0""","=""88754.5""","=""1.1""","=""6.5""","=""112.662""","=""9bl""","=""1.8569e+04""","=""2.5737e+00""","=""2.1658e+06""","=""2.86995""",AAA,"=""0.992525835""","=""[0.993552563]""","=""12""","=""""","=""""","=""13""","=""""","=""""",288,338,,
"=""""","=""""","=""92636.5""","=""1.1""","=""""","=""107.9488""","=""""","=""2.8644e+03""","=""4.7334e-01""","=""6.4959e+05""","=""2.32838""",AAA,"=""[0.995024479]""","=""[0.996008181]""","=""15""","=""""","=""""","=""17""","=""""","=""""",450,578,,
"=""""","=""""","=""94954.7""","=""1.3""","=""""","=""105.3134""","=""""","=""9.2951e+02""","=""1.7390e-01""","=""3.1421e+05""","=""2.00223""",AAA,"=""[0.996008181]""","=""[0.996967867]""","=""17""","=""""","=""""","=""20""","=""""","=""""",578,800,,
"=""""","=""""","=""111213.6""","=""1.7""","=""""","=""89.9171""","=""""","=""2.1295e+03""","=""4.9975e-01""","=""9.3683e+05""","=""2.40803""",AAA,"=""[0.995562381]""","=""[0.996381766]""","=""16""","=""""","=""""","=""18""","=""""","=""""",512,648,,
"=""111863.0""","=""9.0""","=""111856.3""","=""2.3""","=""6.7""","=""89.395""","=""14bl""","=""1.2709e+04""","=""2.7648e+00""","=""3.4413e+06""","=""2.97059""",AAA,"=""[0.993552563]""","=""[0.994367240]""","=""13""","=""""","=""""","=""14""","=""""","=""""",338,392,,
"=""""","=""""","=""132115.6""","=""2.4""","=""""","=""75.6913""","=""""","=""1.6097e+03""","=""5.2616e-01""","=""1.3228e+06""","=""2.48305""",AAA,"=""[0.996008181]""","=""[0.996697931]""","=""17""","=""""","=""""","=""19""","=""""","=""""",578,722,,
"=""138750.0""","=""80.0""","=""138651""","=""3""","=""100""","=""72.07""","=""19""","=""8.9344e+03""","=""2.9560e+00""","=""5.2892e+06""","=""3.06399""",AAA,"=""[0.994367240]""","=""[0.995024479]""","=""14""","=""""","=""""","=""15""","=""""","=""""",392,450,,
"=""""","=""""","=""155479""","=""3""","=""""","=""64.3172""","=""""","=""1.2350e+03""","=""5.5254e-01""","=""1.8327e+06""","=""2.55394""",AAA,"=""[0.996381766]""","=""[0.996967867]""","=""18""","=""""","=""""","=""20""","=""""","=""""",648,800,,
"=""169423.0""","=""14.0""","=""169411""","=""5""","=""12""","=""59.024""","=""16""","=""6.4283e+03""","=""3.1470e+00""","=""7.8982e+06""","=""3.15111""",AAA,"=""[0.995024479]""","=""[0.995562381]""","=""15""","=""""","=""""","=""16""","=""""","=""""",450,512,,
"=""""","=""""","=""204412""","=""8""","=""""","=""48.9209""","=""(11)""","=""4.7203e+03""","=""3.3380e+00""","=""1.1501e+07""","=""3.23276""",AAA,"=""[0.995562381]""","=""[0.996008181]""","=""16""","=""""","=""""","=""17""","=""""","=""""",512,578,,
"=""""","=""""","=""243925""","=""12""","=""""","=""40.9962""","=""(8)""","=""3.5289e+03""","=""3.5291e+00""","=""1.6381e+07""","=""3.30959""",AAA,"=""[0.996008181]""","=""[0.996381766]""","=""17""","=""""","=""""","=""18""","=""""","=""""",578,648,,
"=""""","=""""","=""288225""","=""17""","=""""","=""34.6951""","=""(6)""","=""2.6808e+03""","=""3.7201e+00""","=""2.2874e+07""","=""3.38213""",AAA,"=""[0.996381766]""","=""[0.996697931]""","=""18""","=""""","=""""","=""19""","=""""","=""""",648,722,,
"=""337600.0""","=""60.0""","=""337586""","=""23""","=""10""","=""29.621""","=""(4)""","=""2.0659e+03""","=""3.9108e+00""","=""3.1380e+07""","=""3.45081""",AAA,"=""[0.996697931]""","=""[0.996967867]""","=""19""","=""""","=""""","=""20""","=""""","=""""",722,800,,
"=""""","=""""","=""392280""","=""30""","=""""","=""25.4920""","=""(3)""","=""""","=""""","=""""","=""""",,"=""[0.996967867]""","=""[0.997200168]""","=""20""","=""""","=""""","=""21""","=""""","=""""",800,882,,
"=""452570.0""","=""60.0""","=""452580""","=""40""","=""-10""","=""22.096""","=""(2)""","=""""","=""""","=""""","=""""",,"=""[0.997200168]""","=""[0.997401516]""","=""21""","=""""","=""""","=""22""","=""""","=""""",882,968,,
"=""""","=""""","=""518760""","=""50""","=""""","=""19.2766""","=""(2)""","=""""","=""""","=""""","=""""",,"=""[0.997401516]""","=""[0.997577177]""","=""22""","=""""","=""""","=""23""","=""""","=""""",968,1058,,
"=""""","=""""","=""591100""","=""70""","=""""","=""16.9176""","=""(1)""","=""""","=""""","=""""","=""""",,"=""[0.997577177]""","=""[0.997731342]""","=""23""","=""""","=""""","=""24""","=""""","=""""",1058,1152,,
"=""""","=""""","=""669870""","=""90""","=""""","=""14.9283""","=""(1)""","=""""","=""""","=""""","=""""",,"=""[0.997731342]""","=""[0.997867378]""","=""24""","=""""","=""""","=""25""","=""""","=""""",1152,1250,,
"=""""","=""""","=""755330""","=""110""","=""""","=""13.2392""","=""(1)""","=""""","=""""","=""""","=""""",,"=""[0.997867378]""","=""[0.997988023]""","=""25""","=""""","=""""","=""26""","=""""","=""""",1250,1352,,
"=""""","=""""","=""847770""","=""140""","=""""","=""11.7956""","=""(1)""","=""""","=""""","=""""","=""""",,"=""[0.997988023]""","=""[0.998095512]""","=""26""","=""""","=""""","=""27""","=""""","=""""",1352,1458,,
"=""27330560.0""","=""250.0""","=""27330760""","=""40""","=""-200""","=""0.365891""","=""""","=""""","=""""","=""""","=""""",,"=""0.749598426045""","=""0.749601760263""","=""2p""","=""2P*""","=""1/2""","=""2p""","=""2P*""","=""3/2""",2,4,UT,
"=""30247840.0""","=""40.0""","=""30247840""","=""40""","=""0""","=""0.3306021""","=""""","=""6.5962e-07""","=""1.8095e-05""","=""3.6039e+01""","=""-4.44140""",AAA,"=""0.7495987475945""","=""0.749601760263""","=""2s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",2,4,,
"=""74702300.0""","=""900.0""","=""74702100""","=""900""","=""200""","=""0.1338646""","=""""","=""""","=""""","=""""","=""""",,"=""0.88841449324""","=""0.88841571311""","=""3s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""5/2""",2,6,E2,
"=""92235000.0""","=""11000.0""","=""92241600""","=""900""","=""-7000""","=""0.108418""","=""""","=""""","=""""","=""""","=""""",,"=""0.88841439755""","=""0.88841538546""","=""3p""","=""2P*""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,UT,
"=""92390000.0""","=""90000.0""","=""92393000""","=""17000""","=""0""","=""0.10824""","=""""","=""8.6794e-08""","=""2.2216e-05""","=""1.3515e+02""","=""-4.35231""",AAA,"=""0.88841439755""","=""0.88841538384""","=""3p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,,
"=""102200000.0""","=""40000.0""","=""102134600""","=""2100""","=""70000""","=""0.09785""","=""""","=""1.0280e-07""","=""3.2154e-05""","=""2.1623e+02""","=""-4.19173""",AAA,"=""0.88841449324""","=""0.88841538546""","=""3s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,
"=""102320000.0""","=""30000.0""","=""102321000""","=""21000""","=""0""","=""0.09773""","=""""","=""""","=""""","=""""","=""""",,"=""0.88841449324""","=""0.88841538384""","=""3s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,E2,
"=""177080000.0""","=""40000.0""","=""177098000""","=""3000""","=""-20000""","=""0.056472""","=""""","=""""","=""""","=""""","=""""",,"=""0.936999892721""","=""0.937000407277""","=""4s""","=""2S""","=""1/2""","=""4d""","=""2D""","=""5/2""",2,6,E2,
"=""218650000.0""","=""190000.0""","=""218970000""","=""40000""","=""-320000""","=""0.04573""","=""""","=""2.7818e-08""","=""3.9994e-05""","=""5.7663e+02""","=""-4.09697""",AAA,"=""0.936999852273""","=""0.93700026843""","=""4p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,
"=""218690000.0""","=""40000.0""","=""218651000""","=""3000""","=""40000""","=""0.045727""","=""""","=""""","=""""","=""""","=""""",,"=""0.936999852273""","=""0.937000269041""","=""4p""","=""2P*""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,UT,
"=""242200000.0""","=""60000.0""","=""242152000""","=""3000""","=""50000""","=""0.041289""","=""""","=""2.5712e-08""","=""4.5207e-05""","=""7.2078e+02""","=""-4.04376""",AAA,"=""0.936999892721""","=""0.937000269041""","=""4s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,
"=""242700000.0""","=""400000.0""","=""242550000""","=""50000""","=""200000""","=""0.04120""","=""""","=""""","=""""","=""""","=""""",,"=""0.936999892721""","=""0.93700026843""","=""4s""","=""2S""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,E2,
"=""276800000.0""","=""800000.0""","=""276760000""","=""150000""","=""0""","=""0.03612""","=""""","=""""","=""""","=""""","=""""",,"=""0.88841538384""","=""0.88841571311""","=""3d""","=""2D""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,UT,
"=""278100000.0""","=""300000.0""","=""278125000""","=""18000""","=""0""","=""0.03596""","=""""","=""3.8183e-09""","=""6.6420e-06""","=""2.4326e+02""","=""-4.57564""",AAA,"=""0.88841538546""","=""0.88841571311""","=""3p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,,
"=""283398700.0""","=""2400.0""","=""283398700""","=""2400""","=""0""","=""0.0352860""","=""""","=""""","=""""","=""""","=""""",,"=""0.749598426045""","=""0.7495987475945""","=""2p""","=""2P*""","=""1/2""","=""2s""","=""2S""","=""1/2""",2,2,,
"=""426000000.0""","=""4000000.0""","=""428800000""","=""700000""","=""-3000000""","=""0.02348""","=""""","=""1.0132e-08""","=""5.5850e-05""","=""1.5767e+03""","=""-3.95195""",AAA,"=""0.9594879191""","=""0.95948813163""","=""5p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,
"=""427043000.0""","=""7000.0""","=""426985000""","=""7000""","=""58000""","=""0.0234168""","=""""","=""""","=""""","=""""","=""""",,"=""0.9594879191""","=""0.9594881325""","=""5p""","=""2P*""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,UT,
"=""482000000.0""","=""9000000.0""","=""472813000""","=""16000""","=""9000000""","=""0.0207""","=""""","=""8.6353e-09""","=""5.7882e-05""","=""1.8019e+03""","=""-3.93642""",AAA,"=""[0.9594879398]""","=""0.9594881325""","=""5s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,
"=""656200000.0""","=""300000.0""","=""656300000""","=""300000""","=""-100000""","=""0.015239""","=""""","=""""","=""""","=""""","=""""",,"=""0.93700026843""","=""0.937000407277""","=""4d""","=""2D""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,UT,
"=""656300000.0""","=""2300000.0""","=""656200000""","=""2200000""","=""0""","=""0.01524""","=""""","=""7.2369e-10""","=""7.0070e-06""","=""6.0546e+02""","=""-4.55241""",AAA,"=""0.93700026843""","=""0.9370004073""","=""4d""","=""2D""","=""3/2""","=""4f""","=""2F*""","=""5/2""",4,6,,
"=""657900000.0""","=""2300000.0""","=""659210000""","=""40000""","=""-1300000""","=""0.01520""","=""""","=""1.2235e-09""","=""1.1956e-05""","=""1.0379e+03""","=""-4.32035""",AAA,"=""0.937000269041""","=""0.937000407277""","=""4p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,
"=""737931000.0""","=""15000.0""","=""737931000""","=""16000""","=""0""","=""0.0135514""","=""""","=""""","=""""","=""""","=""""",,"=""[0.971703634829]""","=""[0.971703758319]""","=""6p""","=""2P*""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,UT,
"=""952270000.0""","=""150000.0""","=""952290000""","=""150000""","=""-20000""","=""0.0105013""","=""""","=""""","=""""","=""""","=""""",,"=""0.88841439755""","=""0.88841449324""","=""3p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",2,2,,
"=""1171806000.0""","=""23000.0""","=""1172333000""","=""23000""","=""-530000""","=""0.00853384""","=""""","=""""","=""""","=""""","=""""",,"=""[0.9790693151]""","=""[0.9790693928]""","=""7p""","=""2P*""","=""1/2""","=""7p""","=""2P*""","=""3/2""",2,4,UT,
"=""1281600000.0""","=""400000.0""","=""1281600000""","=""500000""","=""0""","=""0.007803""","=""""","=""""","=""""","=""""","=""""",,"=""0.95948813163""","=""[0.95948820273]""","=""5d""","=""2D""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,UT,
"=""1292000000.0""","=""17000000.0""","=""1298000000""","=""7000000""","=""-6000000""","=""0.00774""","=""""","=""4.3856e-10""","=""1.6608e-05""","=""2.8381e+03""","=""-4.17762""",AAA,"=""0.9594881325""","=""[0.95948820273]""","=""5p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,
"=""1314900000.0""","=""2300000.0""","=""1315100000""","=""2200000""","=""0""","=""0.007605""","=""""","=""9.6310e-11""","=""3.3296e-06""","=""8.6494e+02""","=""-4.69945""",AAA,"=""0.937000407277""","=""0.93700047657""","=""4d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""7/2""",6,8,,
"=""1749170000.0""","=""40000.0""","=""1749170000""","=""40000""","=""0""","=""0.00571699""","=""""","=""""","=""""","=""""","=""""",,"=""[0.983849919125]""","=""[0.983849971222]""","=""8p""","=""2P*""","=""1/2""","=""8p""","=""2P*""","=""3/2""",2,4,UT,
"=""2214300000.0""","=""700000.0""","=""2214300000""","=""600000""","=""0""","=""0.0045161""","=""""","=""""","=""""","=""""","=""""",,"=""[0.971703758118]""","=""0.971703799272""","=""6d""","=""2D""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,UT,
"=""2251000000.0""","=""10000000.0""","=""2253000000""","=""300000""","=""-2000000""","=""0.004443""","=""""","=""""","=""""","=""""","=""""",,"=""0.936999852273""","=""0.936999892721""","=""4p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,
"=""2490510000.0""","=""60000.0""","=""2487560000""","=""60000""","=""2950000""","=""0.00401524""","=""""","=""""","=""""","=""""","=""""",,"=""[0.9871274825]""","=""[0.9871275191]""","=""9p""","=""2P*""","=""1/2""","=""9p""","=""2P*""","=""3/2""",2,4,UT,
"=""2560000000.0""","=""30000000.0""","=""2560000000""","=""30000000""","=""0""","=""0.00391""","=""""","=""4.6551e-11""","=""6.1053e-06""","=""3.0891e+03""","=""-4.43614""",AAA,"=""[0.95948820273]""","=""0.9594882383""","=""5d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,
"=""3416340000.0""","=""80000.0""","=""3412970000""","=""80000""","=""3370000""","=""0.00292710""","=""""","=""""","=""""","=""""","=""""",,"=""[0.9894719024]""","=""[0.9894719291]""","=""10p""","=""2P*""","=""1/2""","=""10p""","=""2P*""","=""3/2""",2,4,UT,
"=""3515800000.0""","=""800000.0""","=""3516200000""","=""900000""","=""-400000""","=""0.0028443""","=""""","=""""","=""""","=""""","=""""",,"=""[0.97906939271]""","=""[0.97906941863]""","=""7d""","=""2D""","=""3/2""","=""7d""","=""2D""","=""5/2""",4,6,UT,
"=""4395700000.0""","=""1200000.0""","=""4405300000""","=""1200000""","=""-9600000""","=""0.0022749""","=""""","=""""","=""""","=""""","=""""",,"=""0.9594879191""","=""[0.9594879398]""","=""5p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,
"=""4547150000.0""","=""110000.0""","=""4545450000""","=""100000""","=""1700000""","=""0.00219918""","=""""","=""""","=""""","=""""","=""""",,"=""[0.9912065069]""","=""[0.9912065269]""","=""11p""","=""2P*""","=""1/2""","=""11p""","=""2P*""","=""3/2""",2,4,UT,
"=""""","=""""","=""5247300000""","=""800000""","=""""","=""0.0019057""","=""""","=""""","=""""","=""""","=""""",,"=""0.983849971137""","=""0.9838499885037""","=""8d""","=""2D""","=""3/2""","=""8d""","=""2D""","=""5/2""",4,6,UT,
"=""5903450000.0""","=""140000.0""","=""5917160000""","=""140000""","=""-13710000""","=""0.00169393""","=""""","=""""","=""""","=""""","=""""",,"=""[0.9925258152]""","=""[0.9925258306]""","=""12p""","=""2P*""","=""1/2""","=""12p""","=""2P*""","=""3/2""",2,4,UT,
"=""7470300000.0""","=""2000000.0""","=""7468300000""","=""2200000""","=""2000000""","=""0.0013386""","=""""","=""""","=""""","=""""","=""""",,"=""[0.98712751892]""","=""[0.98712753112]""","=""9d""","=""2D""","=""3/2""","=""9d""","=""2D""","=""5/2""",4,6,UT,
"=""7591000000.0""","=""4000000.0""","=""7591000000""","=""5000000""","=""0""","=""0.0013174""","=""""","=""""","=""""","=""""","=""""",,"=""[0.971703634829]""","=""0.971703646834""","=""6p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,
"=""10247000000.0""","=""5000000.0""","=""10247000000""","=""4000000""","=""0""","=""0.0009759""","=""""","=""""","=""""","=""""","=""""",,"=""[0.989471928948]""","=""0.989471937841""","=""10d""","=""2D""","=""3/2""","=""10d""","=""2D""","=""5/2""",4,6,UT,
"=""12049000000.0""","=""10000000.0""","=""12048000000""","=""10000000""","=""1000000""","=""0.0008300""","=""""","=""""","=""""","=""""","=""""",,"=""[0.9790693151]""","=""[0.9790693226]""","=""7p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",2,2,,
"=""13637000000.0""","=""9000000.0""","=""13624000000""","=""9000000""","=""13000000""","=""0.0007333""","=""""","=""""","=""""","=""""","=""""",,"=""[0.99120652679]""","=""[0.99120653348]""","=""11d""","=""2D""","=""3/2""","=""11d""","=""2D""","=""5/2""",4,6,UT,
"=""""","=""""","=""17708000000""","=""13000000""","=""""","=""0.0005647""","=""""","=""""","=""""","=""""","=""""",,"=""0.992525830455""","=""0.9925258356006""","=""12d""","=""2D""","=""3/2""","=""12d""","=""2D""","=""5/2""",4,6,UT,
"=""17980000000.0""","=""17000000.0""","=""17979000000""","=""16000000""","=""1000000""","=""0.0005562""","=""""","=""""","=""""","=""""","=""""",,"=""[0.983849919125]""","=""0.983849924193""","=""8p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",2,2,,
