element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
O,4,"=""""","=""""","=""57.4405""","=""""","=""""","=""2.59e+08""","=""1.28e-02""","=""9.69e-02""",B,"=""3.823074""","=""5.40953""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""57.4460""","=""""","=""""","=""2.87e+07""","=""9.47e-04""","=""1.07e-02""",B,"=""3.823226""","=""5.40953""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,3,"=""""","=""""","=""57.4786""","=""""","=""""","=""5.20e+06""","=""1.84e-04""","=""2.44e-03""",D,"=""1.093750""","=""2.6791512""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.(2P*).3p""","=""3D""","=""2""",7,5,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""57.4880""","=""""","=""""","=""2.32e+07""","=""1.15e-03""","=""1.09e-02""",C,"=""1.094007""","=""2.6791512""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*).3p""","=""3D""","=""2""",5,5,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""57.4895""","=""""","=""""","=""4.99e+06""","=""4.12e-04""","=""2.34e-03""",D,"=""1.094051""","=""2.6791512""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*).3p""","=""3D""","=""2""",3,5,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""57.5331""","=""""","=""""","=""8.30e+06""","=""2.47e-04""","=""2.34e-03""",D,"=""1.094007""","=""2.6779085""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.(2P*).3p""","=""3D""","=""1""",5,3,,"=""T5376,T5791,LS""","=""""",
O,3,"=""""","=""""","=""57.5347""","=""""","=""""","=""2.49e+07""","=""1.24e-03""","=""7.02e-03""",C,"=""1.094051""","=""2.6779085""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.(2P*).3p""","=""3D""","=""1""",3,3,,"=""T5376,T5791,LS""","=""""",
O,2,"=""58.04058""","=""""","=""58.04025""","=""""","=""20*""","=""5.97e+08""","=""1.51e-02""","=""1.15e-01""",C+,"=""0.3687716""","=""1.9388323""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s.2p4""","=""2P""","=""1/2""",4,2,,"=""T6172n""","=""L6915""",
O,2,"=""58.04058""","=""""","=""58.04092""","=""""","=""20*""","=""1.03e+09""","=""5.20e-02""","=""1.99e-01""",B,"=""0.3687898""","=""1.9388323""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s.2p4""","=""2P""","=""1/2""",2,2,,"=""T6172n""","=""L6915""",
O,2,"=""58.09707""","=""""","=""58.09704""","=""""","=""25*""","=""1.30e+09""","=""6.58e-02""","=""5.03e-01""",B,"=""0.3687716""","=""1.9372974""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s.2p4""","=""2P""","=""3/2""",4,4,,"=""T6172n""","=""L6915""",
O,2,"=""58.09707""","=""""","=""58.09771""","=""""","=""25*""","=""2.63e+08""","=""2.66e-02""","=""1.02e-01""",B,"=""0.3687898""","=""1.9372974""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s.2p4""","=""2P""","=""3/2""",2,4,,"=""T6172n""","=""L6915""",
O,6,"=""""","=""""","=""58.8318""","=""""","=""""","=""5.77e+08""","=""5.99e-02""","=""2.32e-01""",A,"=""7.867276""","=""9.41621""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""58.8456""","=""""","=""""","=""6.92e+08""","=""5.39e-02""","=""4.18e-01""",A,"=""7.867859""","=""9.41643""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""58.8539""","=""""","=""""","=""1.15e+08""","=""5.97e-03""","=""4.63e-02""",A,"=""7.867859""","=""9.41621""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
O,4,"=""""","=""""","=""59.4120""","=""""","=""""","=""9.86e+08""","=""7.83e-02""","=""6.12e-01""",C+,"=""3.823074""","=""5.356883""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.7f""","=""2F*""","=""5/2""",4,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""59.4179""","=""""","=""""","=""1.06e+09""","=""7.48e-02""","=""8.78e-01""",C+,"=""3.823226""","=""5.356883""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""7/2""",6,8,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""59.4179""","=""""","=""""","=""7.04e+07""","=""3.73e-03""","=""4.37e-02""",C+,"=""3.823226""","=""5.356883""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""5/2""",6,6,,"=""T5109LS""","=""""",
O,6,"=""""","=""""","=""59.7207""","=""""","=""""","=""1.54e+08""","=""8.23e-03""","=""3.24e-02""",A,"=""7.867276""","=""9.3932""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
O,6,"=""""","=""""","=""59.7435""","=""""","=""""","=""3.07e+08""","=""8.21e-03""","=""6.46e-02""",A,"=""7.867859""","=""9.3932""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
O,3,"=""59.7818""","=""""","=""59.7814""","=""""","=""700""","=""1.49e+09""","=""2.39e-01""","=""4.71e-01""",A,"=""0.3935374""","=""1.917869""","=""2s2.2p2""","=""1S""","=""0""","=""2s.2p3""","=""1P*""","=""1""",1,3,,"=""T5376,T4026,T4899,T5817""","=""L3492""",
O,3,"=""59.9598""","=""""","=""59.9590""","=""""","=""1000""","=""5.41e+09""","=""2.92e-01""","=""2.88e+00""",A,"=""0.1847436""","=""1.704561""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p3""","=""1D*""","=""2""",5,5,,"=""T5376,T5791,T4026,T4899""","=""L3492""",
O,2,"=""60.0586""","=""""","=""60.05836""","=""""","=""25*""","=""8.72e+07""","=""4.72e-03""","=""3.73e-02""",C+,"=""0.3687716""","=""1.8860742""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,4,,"=""T6172n""","=""L6915""",
O,2,"=""60.0586""","=""""","=""60.05874""","=""""","=""25*""","=""4.71e+08""","=""3.82e-02""","=""3.02e-01""",B,"=""0.3687716""","=""1.8860647""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",4,6,,"=""T6172n""","=""L6915""",
O,2,"=""60.0586""","=""""","=""60.05908""","=""""","=""25*""","=""3.96e+08""","=""4.28e-02""","=""1.69e-01""",B,"=""0.3687898""","=""1.8860742""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",2,4,,"=""T6172n""","=""L6915""",
O,4,"=""""","=""""","=""60.1267""","=""""","=""""","=""1.32e+07""","=""7.15e-04""","=""2.83e-03""",C,"=""4.267804""","=""5.78338""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.1379""","=""""","=""""","=""1.32e+06""","=""1.43e-04""","=""5.67e-04""",D,"=""4.267804""","=""5.78310""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,6,"=""""","=""""","=""60.1481""","=""""","=""""","=""7.04e+05""","=""3.82e-05""","=""4.54e-04""",B,"=""7.901393""","=""9.41643""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.7d""","=""2D""","=""5/2""",6,6,,"=""T3127LS""","=""""",
O,6,"=""""","=""""","=""60.1515""","=""""","=""""","=""1.41e+07""","=""5.74e-04""","=""9.09e-03""",B,"=""7.901478""","=""9.41643""","=""1s2.4f""","=""2F*""","=""7/2""","=""1s2.7d""","=""2D""","=""5/2""",8,6,,"=""T3127LS""","=""""",
O,4,"=""""","=""""","=""60.1547""","=""""","=""""","=""1.32e+07""","=""3.58e-04""","=""2.84e-03""",C,"=""4.268511""","=""5.78338""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,6,"=""""","=""""","=""60.1568""","=""""","=""""","=""1.48e+07""","=""5.35e-04""","=""6.36e-03""",B,"=""7.901393""","=""9.41621""","=""1s2.4f""","=""2F*""","=""5/2""","=""1s2.7d""","=""2D""","=""3/2""",6,4,,"=""T3127LS""","=""""",
O,4,"=""""","=""""","=""60.1659""","=""""","=""""","=""8.46e+06""","=""4.59e-04""","=""3.64e-03""",C+,"=""4.268511""","=""5.78310""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.2018""","=""""","=""""","=""5.28e+05""","=""4.30e-05""","=""3.41e-04""",D,"=""4.268511""","=""5.78220""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.2151""","=""""","=""""","=""1.66e+07""","=""6.02e-04""","=""7.16e-03""",C+,"=""4.269747""","=""5.78310""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.2510""","=""""","=""""","=""4.74e+06""","=""2.58e-04""","=""3.07e-03""",C+,"=""4.269747""","=""5.78220""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",6,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.3271""","=""""","=""""","=""2.10e+07""","=""8.59e-04""","=""1.37e-02""",B,"=""4.271655""","=""5.78220""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",8,6,,"=""T5109LS""","=""""",
O,5,"=""""","=""""","=""60.4412""","=""""","=""""","=""3.58e+09""","=""3.27e-01""","=""1.95e+00""",B,"=""5.292866""","=""6.800557""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",3,5,,"=""T5633""","=""""",
O,4,"=""""","=""""","=""60.7225""","=""""","=""""","=""2.32e+08""","=""2.56e-02""","=""1.03e-01""",B,"=""4.257707""","=""5.75841""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2p2.(1D).3p""","=""2D*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.7651""","=""""","=""""","=""4.64e+07""","=""2.57e-03""","=""2.06e-02""",B,"=""4.258760""","=""5.75841""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2p2.(1D).3p""","=""2D*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""60.8398""","=""""","=""60.8397""","=""""","=""580""","=""1.21e+09""","=""6.71e-02""","=""2.69e-01""",B,"=""0.000000""","=""1.497817""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2S""","=""1/2""",2,2,,"=""T5109LS""","=""L648""",
O,4,"=""""","=""""","=""60.8632""","=""""","=""""","=""6.10e+08""","=""3.39e-02""","=""1.36e-01""",B,"=""3.555410""","=""5.05265""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""60.8954""","=""""","=""""","=""1.22e+09""","=""3.39e-02""","=""2.72e-01""",B,"=""3.556201""","=""5.05265""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2S""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,3,"=""60.970""","=""""","=""60.9705""","=""""","=""110""","=""4.90e+09""","=""9.10e-02""","=""5.48e-01""",C+,"=""1.094051""","=""2.5886536""","=""2s.2p3""","=""3D*""","=""1""","=""2p4""","=""3P""","=""0""",3,1,,"=""T5376,T5791,LS""","=""L3492""",
O,4,"=""60.9829""","=""""","=""60.9829""","=""""","=""640""","=""2.40e+09""","=""6.69e-02""","=""5.37e-01""",B,"=""0.003517""","=""1.497817""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2S""","=""1/2""",4,2,,"=""T5109LS""","=""L648""",
O,3,"=""61.004""","=""""","=""61.0039""","=""""","=""160""","=""3.67e+09""","=""1.23e-01""","=""1.23e+00""",C+,"=""1.094007""","=""2.5877925""","=""2s.2p3""","=""3D*""","=""2""","=""2p4""","=""3P""","=""1""",5,3,,"=""T5376,T5791,LS""","=""L3492""",
O,3,"=""""","=""""","=""61.0057""","=""""","=""""","=""1.22e+09""","=""6.81e-02""","=""4.10e-01""",C+,"=""1.094051""","=""2.5877925""","=""2s.2p3""","=""3D*""","=""1""","=""2p4""","=""3P""","=""1""",3,3,,"=""T5376,T5791,LS""","=""""",
O,3,"=""61.075""","=""""","=""61.0745""","=""""","=""200""","=""4.09e+09""","=""1.63e-01""","=""2.30e+00""",C+,"=""1.093750""","=""2.5858086""","=""2s.2p3""","=""3D*""","=""3""","=""2p4""","=""3P""","=""2""",7,5,,"=""T5376,T5791,LS""","=""L3492""",
O,3,"=""61.085""","=""""","=""61.0850""","=""""","=""100""","=""7.30e+08""","=""4.08e-02""","=""4.11e-01""",C+,"=""1.094007""","=""2.5858086""","=""2s.2p3""","=""3D*""","=""2""","=""2p4""","=""3P""","=""2""",5,5,,"=""T5376,T5791,LS""","=""L3492""",
O,3,"=""""","=""""","=""61.0868""","=""""","=""""","=""4.87e+07""","=""4.54e-03""","=""2.74e-02""",C,"=""1.094051""","=""2.5858086""","=""2s.2p3""","=""3D*""","=""1""","=""2p4""","=""3P""","=""2""",3,5,,"=""T5376,T5791,LS""","=""""",
O,2,"=""61.63029""","=""""","=""61.63026""","=""""","=""35""","=""3.11e+09""","=""1.18e-01""","=""1.44e+00""",B,"=""0.2443157""","=""1.72291907""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",6,4,,"=""T6172n""","=""L6915""",
O,2,"=""61.6378""","=""""","=""61.63786""","=""""","=""20""","=""3.24e+08""","=""1.85e-02""","=""1.50e-01""",B,"=""0.2444981""","=""1.72291907""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",4,4,,"=""T6172n""","=""L6915""",
O,4,"=""""","=""""","=""61.6488""","=""""","=""""","=""2.42e+08""","=""1.38e-02""","=""1.12e-01""",B,"=""3.823074""","=""5.30123""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""61.6552""","=""""","=""""","=""2.17e+09""","=""8.24e-02""","=""1.00e+00""",B,"=""3.823226""","=""5.30123""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(1P*).3d""","=""2P*""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""61.6572""","=""""","=""""","=""2.42e+09""","=""6.90e-02""","=""5.60e-01""",B,"=""3.823074""","=""5.30103""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(1P*).3d""","=""2P*""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,4,"=""61.6952""","=""""","=""61.6952""","=""""","=""270""","=""2.60e+09""","=""9.89e-02""","=""1.21e+00""",B,"=""1.156729""","=""2.633776""","=""2s.2p2""","=""2D""","=""5/2""","=""2p3""","=""2P*""","=""3/2""",6,4,,"=""T5109LS""","=""L648""",
O,4,"=""61.7005""","=""""","=""61.7005""","=""""","=""150""","=""2.89e+08""","=""1.65e-02""","=""1.34e-01""",B,"=""1.156855""","=""2.633776""","=""2s.2p2""","=""2D""","=""3/2""","=""2p3""","=""2P*""","=""3/2""",4,4,,"=""T5109LS""","=""L3492""",
O,4,"=""61.7036""","=""""","=""61.7036""","=""""","=""200""","=""2.89e+09""","=""8.25e-02""","=""6.70e-01""",B,"=""1.156855""","=""2.633702""","=""2s.2p2""","=""2D""","=""3/2""","=""2p3""","=""2P*""","=""1/2""",4,2,,"=""T5109LS""","=""L3492""",
O,2,"=""61.70632""","=""""","=""61.70631""","=""""","=""30""","=""3.43e+09""","=""9.79e-02""","=""7.96e-01""",B,"=""0.2444981""","=""1.72127905""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""",4,2,,"=""T6172n""","=""L6915""",
O,4,"=""""","=""""","=""61.7786""","=""""","=""""","=""6.49e+08""","=""7.43e-02""","=""3.02e-01""",B,"=""3.555410""","=""5.030464""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""61.8107""","=""""","=""""","=""7.78e+08""","=""6.68e-02""","=""5.44e-01""",B,"=""3.556201""","=""5.030488""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""61.8117""","=""""","=""""","=""1.30e+08""","=""7.45e-03""","=""6.06e-02""",B,"=""3.556201""","=""5.030464""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.0753""","=""""","=""""","=""2.86e+09""","=""3.30e-01""","=""1.35e+00""",B,"=""3.258821""","=""4.72682""","=""2s2.3s""","=""2S""","=""1/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.0791""","=""""","=""""","=""2.85e+09""","=""1.65e-01""","=""6.73e-01""",B,"=""3.258821""","=""4.72673""","=""2s2.3s""","=""2S""","=""1/2""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.4318""","=""""","=""""","=""4.82e+08""","=""1.41e-02""","=""1.16e-01""",B,"=""4.323763""","=""5.78338""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.4438""","=""""","=""""","=""4.82e+08""","=""2.82e-02""","=""2.32e-01""",B,"=""4.323763""","=""5.78310""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""62.4617""","=""""","=""62.4619""","=""""","=""520""","=""1.07e+09""","=""1.25e-01""","=""5.15e-01""",B,"=""0.651007""","=""2.109925""","=""2s.2p2""","=""4P""","=""1/2""","=""2p3""","=""4S*""","=""3/2""",2,4,,"=""T5109LS""","=""L648""",
O,4,"=""""","=""""","=""62.4825""","=""""","=""""","=""4.81e+08""","=""4.22e-02""","=""3.47e-01""",B,"=""4.323763""","=""5.78220""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.4988""","=""""","=""""","=""5.58e+08""","=""3.27e-02""","=""1.34e-01""",B,"=""4.556289""","=""6.01434""","=""2s2.4p""","=""2P*""","=""1/2""","=""2p2.(1D).3d""","=""2P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.4988""","=""""","=""""","=""1.40e+08""","=""1.64e-02""","=""6.75e-02""",B,"=""4.556289""","=""6.01434""","=""2s2.4p""","=""2P*""","=""1/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""62.5130""","=""""","=""62.5127""","=""""","=""580""","=""2.13e+09""","=""1.25e-01""","=""1.03e+00""",B,"=""0.652195""","=""2.109925""","=""2s.2p2""","=""4P""","=""3/2""","=""2p3""","=""4S*""","=""3/2""",4,4,,"=""T5109LS""","=""L648""",
O,4,"=""""","=""""","=""62.5156""","=""""","=""""","=""6.97e+08""","=""4.08e-02""","=""3.36e-01""",B,"=""4.556680""","=""6.01434""","=""2s2.4p""","=""2P*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.5156""","=""""","=""""","=""2.79e+08""","=""8.17e-03""","=""6.73e-02""",B,"=""4.556680""","=""6.01434""","=""2s2.4p""","=""2P*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,4,"=""62.5852""","=""""","=""62.5853""","=""""","=""640""","=""3.19e+09""","=""1.25e-01""","=""1.54e+00""",B,"=""0.653884""","=""2.109925""","=""2s.2p2""","=""4P""","=""5/2""","=""2p3""","=""4S*""","=""3/2""",6,4,,"=""T5109LS""","=""L648""",
O,4,"=""""","=""""","=""62.6198""","=""""","=""""","=""5.22e+08""","=""6.14e-02""","=""2.53e-01""",B,"=""3.555410""","=""5.01065""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",2,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.6446""","=""""","=""""","=""2.09e+09""","=""1.23e-01""","=""5.07e-01""",B,"=""3.555410""","=""5.01007""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",2,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.6539""","=""""","=""""","=""2.62e+09""","=""1.54e-01""","=""1.27e+00""",B,"=""3.556201""","=""5.01065""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""62.6786""","=""""","=""""","=""1.04e+09""","=""3.06e-02""","=""2.53e-01""",B,"=""3.556201""","=""5.01007""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(1P*).3p""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,5,"=""""","=""""","=""62.7223""","=""""","=""""","=""2.50e+09""","=""4.42e-01""","=""9.13e-01""",B,"=""5.310923""","=""6.763783""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4d""","=""3D""","=""1""",1,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""62.7349""","=""""","=""""","=""3.37e+09""","=""3.31e-01""","=""2.05e+00""",B,"=""5.311257""","=""6.763826""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""2""",3,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""62.7367""","=""""","=""""","=""1.87e+09""","=""1.10e-01""","=""6.84e-01""",B,"=""5.311257""","=""6.763783""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4d""","=""3D""","=""1""",3,3,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""62.7635""","=""""","=""""","=""4.49e+09""","=""3.71e-01""","=""3.84e+00""",B,"=""5.311961""","=""6.763867""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""3""",5,7,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""62.7653""","=""""","=""""","=""1.12e+09""","=""6.61e-02""","=""6.83e-01""",B,"=""5.311961""","=""6.763826""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""2""",5,5,,"=""T5633LS""","=""""",
O,5,"=""""","=""""","=""62.7671""","=""""","=""""","=""1.25e+08""","=""4.43e-03""","=""4.58e-02""",B,"=""5.311961""","=""6.763783""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4d""","=""3D""","=""1""",5,3,,"=""T5633LS""","=""""",
O,5,"=""62.9730""","=""""","=""62.9732""","=""""","=""1000""","=""2.872e+09""","=""5.122e-01""","=""1.062e+00""",A+,"=""0.000000""","=""1.447071""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.2p""","=""1P*""","=""1""",1,3,,"=""u24""","=""L552""",
O,4,"=""""","=""""","=""63.0959""","=""""","=""""","=""7.15e+07""","=""2.13e-03""","=""1.77e-02""",B,"=""4.570088""","=""6.01434""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""1/2""",4,2,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""63.0959""","=""""","=""""","=""7.15e+06""","=""4.27e-04""","=""3.55e-03""",C,"=""4.570088""","=""6.01434""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",4,4,,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""63.1179""","=""""","=""""","=""6.43e+07""","=""2.56e-03""","=""3.19e-02""",B,"=""4.570591""","=""6.01434""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2p2.(1D).3d""","=""2P""","=""3/2""",6,4,,"=""T5109LS""","=""""",
O,8,"=""""","=""""","=""63.1896686""","=""0.0000018""","=""""","=""5.0717e+09""","=""6.0721e-01""","=""2.5263e+00""",AA,"=""(60.04480989)""","=""(61.486923881)""","=""4p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""63.1932979""","=""0.0000020""","=""""","=""3.0149e+09""","=""3.6100e-01""","=""1.5021e+00""",AA,"=""(60.04489421)""","=""(61.486925375)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""63.2261222""","=""0.0000018""","=""""","=""8.8296e+08""","=""5.2917e-02""","=""2.2029e-01""",AA,"=""(60.04480989)""","=""(61.486092416)""","=""4p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
O,8,"=""""","=""""","=""63.2317186""","=""0.0000022""","=""""","=""3.0270e+09""","=""1.8144e-01""","=""7.5541e-01""",AA,"=""(60.04489421)""","=""(61.486049174)""","=""4s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
